white_username,black_username,opening,score_white,score_black,result_white,result_black,time_class,time_control,rating_white,rating_black,accuracy_white,accuracy_black,start_time,end_time,game_length,total_moves,avg_move_time,UTC_date,white_<1,white_2,white_5,white_15,white_>15,black_<1,black_2,black_5,black_15,black_>15
artooon,Hikaru,Caro-Kann-Defense-Advance-Van-der-Wiel-Attack,0,1,resigned,win,blitz,180,3000,3233,70.44,76.14,06:19:06,06:24:44,338.0,62,5.45,2023.01.27,12,37,6,4,2,10,35,11,4,1
Hikaru,artooon,Indian-Game-Knights-Variation,1,0,win,resigned,blitz,180,3236,2997,88.73,85.16,06:24:36,06:30:43,367.0,103,3.56,2023.01.27,24,59,15,4,0,24,61,14,1,1
artooon,Hikaru,Caro-Kann-Defense-Advance-Van-der-Wiel-Attack,0,1,resigned,win,blitz,180,2994,3239,73.3,81.83,06:30:42,06:34:49,247.0,38,6.5,2023.01.27,8,14,6,8,1,5,18,10,4,0
Hikaru,artooon,Reti-Opening-Sicilian-Invitation,1,0,win,resigned,bullet,60,3274,3054,93.04,79.81,06:47:30,06:48:16,46.0,26,1.77,2023.01.27,11,14,0,0,0,13,10,1,0,0
Hikaru,Aqueen055,Modern-Defense-with,1,0,win,resigned,blitz,180,3241,2858,88.03,83.17,06:49:37,06:53:06,209.0,33,6.33,2023.01.27,4,20,4,4,0,3,15,7,6,0
Aqueen055,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,0,1,resigned,win,blitz,180,2856,3243,78.08,92.25,06:53:05,06:56:15,190.0,24,7.92,2023.01.27,1,11,5,5,1,3,10,7,3,0
Hikaru,wudileige,Mieses-Opening,1,0,win,resigned,bullet,60+1,3274,2945,89.34,80.84,06:58:57,07:01:21,144.0,31,4.65,2023.01.27,9,16,3,2,0,1,16,10,2,0
Hikaru,DanielNaroditsky,Reti-Opening-Quiet-System,0,1,resigned,win,bullet,60,3267,3333,80.2,87.07,07:01:15,07:02:37,82.0,29,2.83,2023.01.27,9,15,3,1,0,10,15,3,0,0
DanielNaroditsky,Hikaru,Modern-Defense-Standard-Line,1,0,win,resigned,bullet,60,3340,3260,79.52,74.55,07:02:28,07:03:41,73.0,31,2.35,2023.01.27,12,17,1,0,0,11,16,1,1,0
Hikaru,DanielNaroditsky,Caro-Kann-Defense,1,0,win,resigned,bullet,60,3270,3330,84.54,76.41,07:03:22,07:05:24,122.0,59,2.07,2023.01.27,18,40,0,0,0,19,38,0,0,0
DanielNaroditsky,Hikaru,Alapin-Sicilian-Defense,0.5,0.5,agreed,agreed,bullet,60,3329,3271,83.77,83.13,07:05:03,07:07:02,119.0,60,1.98,2023.01.27,25,31,3,0,0,18,40,0,0,0
Hikaru,DanielNaroditsky,Caro-Kann-Defense-Two-Knights-Attack,0.5,0.5,agreed,agreed,bullet,60,3272,3328,86.24,84.54,07:06:43,07:08:28,105.0,53,1.98,2023.01.27,21,30,1,0,0,22,28,0,1,0
DanielNaroditsky,Hikaru,Sicilian-Defense-Nimzowitsch-Advance-Variation,0,1,resigned,win,bullet,60,3319,3281,79.36,91.23,07:08:19,07:09:27,68.0,29,2.34,2023.01.27,10,16,1,1,0,9,18,1,0,0
Hikaru,DanielNaroditsky,Scandinavian-Defense-Closed,0.5,0.5,agreed,agreed,bullet,60,3282,3318,78.06,79.21,07:09:04,07:11:11,127.0,66,1.92,2023.01.27,26,38,0,1,0,29,33,2,0,0
DanielNaroditsky,Hikaru,Bishops-Opening-Berlin-Vienna-Hybrid-Variation,0.5,0.5,agreed,agreed,bullet,60,3317,3283,96.09,95.34,07:11:04,07:11:57,53.0,25,2.12,2023.01.27,10,13,1,0,0,8,14,2,0,0
Hikaru,DanielNaroditsky,Caro-Kann-Defense-Two-Knights-Attack,1,0,win,resigned,bullet,60,3292,3308,85.49,72.11,07:11:50,07:12:39,49.0,25,1.96,2023.01.27,9,15,0,0,0,11,11,1,0,0
DanielNaroditsky,Hikaru,Ruy-Lopez-Opening-Berlin-lHermet-Showalter-Variation,1,0,win,resigned,bullet,60,3316,3284,77.5,76.09,07:12:24,07:14:10,106.0,47,2.26,2023.01.27,16,29,1,0,0,14,29,1,1,0
Hikaru,DanielNaroditsky,Caro-Kann-Defense-Two-Knights-Mindeno-Exchange-Line,1,0,win,resigned,bullet,60,3293,3307,91.47,83.81,07:13:51,07:15:43,112.0,57,1.96,2023.01.27,25,29,2,0,0,23,29,3,0,0
DanielNaroditsky,Hikaru,Caro-Kann-Defense-Goldman-Variation,0,1,resigned,win,bullet,60,3299,3301,66.25,90.29,07:15:44,07:15:58,14.0,8,1.75,2023.01.27,3,4,0,0,0,2,5,0,0,0
Hikaru,DanielNaroditsky,Modern-Defense-Standard-Line,1,0,win,resigned,bullet,60,3309,3291,72.06,66.31,07:15:43,07:17:25,102.0,44,2.32,2023.01.27,14,25,4,0,0,15,25,2,0,0
DanielNaroditsky,Hikaru,Caro-Kann-Defense-Advance-Short-Variation-with,0,1,resigned,win,bullet,60,3283,3317,82.71,87.53,07:16:52,07:19:27,155.0,83,1.87,2023.01.27,34,46,2,0,0,39,40,3,0,0
Hikaru,Oleksandr_Bortnyk,Vant-Kruijs-Opening,0,1,timeout,win,bullet,60,3308,3271,78.67,83.61,17:59:35,18:02:06,151.0,63,2.4,2023.01.28,23,32,7,0,0,25,35,1,1,0
GGuseinov,Hikaru,Owens-Defense,0,1,resigned,win,bullet,60,2856,3309,74.79,79.79,18:02:02,18:03:28,86.0,27,3.19,2023.01.28,7,15,3,1,0,13,11,1,1,0
Hikaru,Keithonsky,Closed-Sicilian-Defense-Traditional-Line,1,0,win,timeout,bullet,60,3309,2589,80.32,70.86,18:03:23,18:05:31,128.0,49,2.61,2023.01.28,18,28,1,1,0,4,39,4,0,0
Hikaru,snowlord,Modern-Defense-Standard-Line,1,0,win,resigned,bullet,60,3310,2816,88.08,82.37,18:05:24,18:06:43,79.0,32,2.47,2023.01.28,14,16,1,0,0,14,8,8,0,0
Hikaru,Abund,Vienna-Game-Main-Line-Paulsen-Attack,1,0,win,resigned,bullet,60,3311,2857,82.99,72.56,18:06:38,18:08:34,116.0,45,2.58,2023.01.28,18,21,5,0,0,8,32,2,1,0
Fandorine,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,0,1,resigned,win,bullet,60,2960,3313,81.93,87.12,18:08:24,18:09:49,85.0,40,2.12,2023.01.28,17,22,0,0,0,14,25,0,0,0
Hikaru,jcibarra,Closed-Sicilian-Defense,1,0,win,resigned,bullet,60,3315,2920,88.11,82.13,18:09:46,18:11:33,107.0,51,2.1,2023.01.28,18,31,1,0,0,18,29,2,0,0
Hikaru,Msb2,French-Defense-Queens-Knight-Variation,1,0,win,checkmated,bullet,60,3319,3108,92.06,82.36,18:11:19,18:12:51,92.0,47,1.96,2023.01.28,19,27,0,0,0,17,27,0,1,0
FairChess_on_YouTube,Hikaru,Modern-Defense-with,0,1,timeout,win,bullet,60,3078,3322,66.77,70.24,18:12:43,18:15:07,144.0,60,2.4,2023.01.28,21,35,3,0,0,21,34,4,0,0
Indianlad,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2851,3323,81.15,87.43,18:15:08,18:17:29,141.0,60,2.35,2023.01.28,16,42,1,0,0,24,33,0,2,0
vi_pranav,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,1,0,win,resigned,bullet,60,3144,3311,80.74,76.75,18:17:25,18:18:42,77.0,32,2.41,2023.01.28,13,15,3,0,0,13,14,3,0,0
Hikaru,wonderfultime,Closed-Sicilian-Defense-Grand-Prix-Attack,1,0,win,resigned,bullet,60,3316,3162,79.66,75.19,18:18:48,18:21:05,137.0,61,2.25,2023.01.28,19,40,1,0,0,20,36,3,0,0
Hikaru,vi_pranav,Vienna-Game-Max-Lange-Vienna-Gambit,1,0,win,resigned,bullet,60,3320,3141,91.9,76.41,18:21:08,18:21:58,50.0,18,2.78,2023.01.28,8,8,1,0,0,7,8,0,1,0
jcibarra,Hikaru,Modern-Defense-with,0,1,checkmated,win,bullet,60,2906,3321,73.05,89.87,18:22:07,18:22:43,36.0,17,2.12,2023.01.28,8,7,0,1,0,9,7,0,0,0
Mykola-Bortnyk,Hikaru,Modern-Defense-Standard-Line,0.5,0.5,repetition,repetition,bullet,60,2847,3314,84.87,85.23,18:22:36,18:24:30,114.0,45,2.53,2023.01.28,18,22,3,1,0,16,23,4,1,0
Hikaru,ChristopherYoo,French-Defense-Normal-Variation,1,0,win,timeout,bullet,60,3317,3041,83.62,84.37,18:24:14,18:26:43,149.0,68,2.19,2023.01.28,33,32,1,1,0,24,39,3,0,0
Hikaru,Msb2,French-Defense-Normal-Variation,1,0,win,timeout,bullet,60,3321,3092,74.26,78.08,18:26:31,18:28:56,145.0,55,2.64,2023.01.28,22,27,4,1,0,24,24,4,1,0
Hikaru,FairChess_on_YouTube,Pirc-Defense,0.5,0.5,repetition,repetition,bullet,60,3317,3117,78.51,79.63,18:29:11,18:31:01,110.0,41,2.68,2023.01.28,12,25,2,1,0,10,27,3,0,0
Fandorine,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,1,0,win,checkmated,bullet,60,2995,3303,77.95,68.46,18:30:44,18:33:19,155.0,72,2.15,2023.01.28,31,35,5,0,0,29,37,3,1,0
AldokhinIvan,Hikaru,Kings-Fianchetto-Opening,0,1,timeout,win,bullet,60,2619,3303,78.2,76.39,18:33:12,18:35:17,125.0,44,2.84,2023.01.28,11,25,7,0,0,14,25,4,0,0
Savagelittlemole,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,0,1,resigned,win,bullet,60,2459,3303,75.16,78.5,18:35:05,18:36:53,108.0,43,2.51,2023.01.28,11,27,4,0,0,17,24,1,0,0
Rakesh,Hikaru,Modern-Defense-Standard-Line,0,1,resigned,win,bullet,60,2565,3303,80.21,85.04,18:36:55,18:38:46,111.0,51,2.18,2023.01.28,15,33,2,0,0,22,26,2,0,0
Sam_ChessMood,Hikaru,Modern-Defense-Standard-Line,0,1,resigned,win,bullet,60,2887,3304,77.09,80.89,18:38:44,18:40:24,100.0,37,2.7,2023.01.28,12,21,3,0,0,11,24,1,0,0
Mykola-Bortnyk,Hikaru,Modern-Defense-Standard-Line,0.5,0.5,repetition,repetition,bullet,60,2876,3297,81.23,82.97,18:40:09,18:42:16,127.0,45,2.82,2023.01.28,13,24,7,0,0,20,14,8,1,0
Hikaru,FairChess_on_YouTube,Pirc-Defense,0.5,0.5,repetition,repetition,bullet,60,3293,3134,77.95,81.9,18:42:08,18:44:11,123.0,42,2.93,2023.01.28,17,20,3,1,0,11,21,8,0,0
JaloliddinIlkhomi,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2669,3293,86.54,96.79,18:44:18,18:44:44,26.0,16,1.62,2023.01.28,9,6,0,0,0,6,9,0,0,0
anon6121824,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,0,1,resigned,win,bullet,60,2961,3295,83.85,93.97,18:44:43,18:45:41,58.0,28,2.07,2023.01.28,10,16,1,0,0,9,18,0,0,0
Hikaru,viktorskliarov,Closed-Sicilian-Defense-Grand-Prix-Schofman-Variation,1,0,win,resigned,bullet,60,3296,2702,70.83,63.44,18:45:32,18:47:24,112.0,40,2.8,2023.01.28,16,19,2,2,0,8,27,3,0,0
GiftedThing,Hikaru,Modern-Defense,0,1,resigned,win,bullet,60,2117,3296,78.21,89.12,18:47:24,18:48:05,41.0,15,2.73,2023.01.28,4,9,1,0,0,6,8,0,0,0
arminmusovic,Hikaru,Anderssen-Opening,0,1,resigned,win,bullet,60,2619,3296,69.9,93.13,18:48:01,18:48:55,54.0,22,2.45,2023.01.28,6,12,3,0,0,8,12,1,0,0
starworld123,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2771,3297,84.77,88.91,18:48:55,18:49:39,44.0,19,2.32,2023.01.28,4,14,0,0,0,6,12,0,0,0
Hikaru,GulenayAydin,Closed-Sicilian-Defense-Grand-Prix-Attack,1,0,win,resigned,bullet,60,3297,2585,85.53,68.94,18:49:45,18:50:59,74.0,19,3.89,2023.01.28,6,11,1,0,0,3,9,3,2,0
Hikaru,wonderfultime,Closed-Sicilian-Defense-Grand-Prix-Attack,1,0,win,resigned,bullet,60,3302,3178,95.54,87.64,18:50:59,18:51:57,58.0,25,2.32,2023.01.28,11,13,0,0,0,9,13,1,0,0
Oleksandr_Bortnyk,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,3241,3309,87.82,95.94,18:51:59,18:52:31,32.0,21,1.52,2023.01.28,11,9,0,0,0,11,9,0,0,0
elm2007,Hikaru,Modern-Defense-Standard-Line,0,1,timeout,win,bullet,60,2889,3310,77.62,77.26,18:52:19,18:54:39,140.0,61,2.3,2023.01.28,23,32,5,0,0,24,32,4,0,0
Hikaru,Oleksandr_Bortnyk,Alekhines-Defense-Scandinavian-Variation,0,1,resigned,win,bullet,60,3301,3253,74.43,77.48,18:54:22,18:56:30,128.0,56,2.29,2023.01.28,21,31,3,0,0,15,39,1,0,0
Hikaru,Fandorine,Kings-Indian-Defense-Normal-Variation,1,0,win,resigned,bullet,60,3303,2941,93.85,88.22,18:56:29,18:57:59,90.0,40,2.25,2023.01.28,13,26,0,0,0,13,23,2,0,0
jaskol95,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2568,3303,81.05,90.23,18:57:55,18:59:09,74.0,33,2.24,2023.01.28,8,23,1,0,0,12,20,0,0,0
ChristopherYoo,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,3055,3306,74.43,82.7,18:59:03,19:00:26,83.0,30,2.77,2023.01.28,12,15,1,1,0,10,17,2,0,0
vi_pranav,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,3065,3309,84.23,91.17,19:00:31,19:01:28,57.0,27,2.11,2023.01.28,10,15,1,0,0,12,13,1,0,0
Azeryahu,Hikaru,Modern-Defense,0,1,resigned,win,bullet,60,2805,3310,84.5,88.53,19:01:24,19:02:47,83.0,28,2.96,2023.01.28,10,13,3,1,0,15,9,1,2,0
Hikaru,Oleksandr_Bortnyk,Reti-Opening-Nimzo-Larsen-Variation,0,1,resigned,win,bullet,60,3301,3274,67.46,70.25,19:02:36,19:04:44,128.0,49,2.61,2023.01.28,19,24,5,0,0,15,30,2,1,0
chessdjw,Hikaru,English-Opening-Great-Snake-Variation,0,1,resigned,win,bullet,60,2594,3301,63.56,78.57,19:04:39,19:05:58,79.0,26,3.04,2023.01.28,5,15,4,1,0,12,13,0,0,0
doublesik,Hikaru,Modern-Defense-with,0,1,timeout,win,bullet,60,2566,3301,72.58,71.36,19:05:43,19:07:41,118.0,44,2.68,2023.01.28,8,29,6,0,0,14,28,1,0,0
steepedgames,Hikaru,Nimzowitsch-Larsen-Attack,0,1,resigned,win,bullet,60,2460,3301,81.2,83.48,19:07:30,19:09:21,111.0,46,2.41,2023.01.28,17,25,3,0,0,21,21,2,1,0
ulises2013,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2837,3302,73.15,78.0,19:09:02,19:11:22,140.0,62,2.26,2023.01.28,22,35,4,0,0,21,38,2,0,0
Micki-taryan,Hikaru,Modern-Defense-with,0,1,checkmated,win,bullet,60,3039,3305,76.69,79.15,19:11:12,19:13:13,121.0,49,2.47,2023.01.28,19,25,3,1,0,16,27,5,0,0
Mr_Penings,Hikaru,Polish-Opening,0,1,resigned,win,bullet,60,2785,3306,75.99,82.99,19:13:12,19:14:55,103.0,37,2.78,2023.01.28,11,18,6,1,0,16,17,3,0,0
Oleksandr_Bortnyk,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,3245,3313,76.66,85.79,19:14:42,19:16:16,94.0,38,2.47,2023.01.28,14,20,2,1,0,12,24,1,0,0
MolecularChemist,Hikaru,Modern-Defense-with,0,1,checkmated,win,bullet,60,2948,3315,74.73,85.68,19:16:07,19:17:46,99.0,35,2.83,2023.01.28,8,22,3,1,0,13,17,4,0,0
Hikaru,MITerryble,French-Defense-Queens-Knight-Variation,1,0,win,resigned,bullet,60,3318,3078,91.78,86.21,19:17:32,19:19:19,107.0,52,2.06,2023.01.28,20,30,1,0,0,16,33,1,0,0
JaloliddinIlkhomi,Hikaru,Modern-Defense-with,0,1,timeout,win,bullet,60,2633,3318,62.69,69.09,19:19:09,19:21:31,142.0,57,2.49,2023.01.28,17,36,2,1,0,23,27,6,0,0
Hikaru,Fandorine,Closed-Sicilian-Defense-Grand-Prix-Attack,1,0,win,resigned,bullet,60,3320,2983,88.99,81.7,19:21:32,19:22:38,66.0,21,3.14,2023.01.28,6,14,0,0,0,4,12,2,1,0
Hikaru,ViralduS,Closed-Sicilian-Defense-Grand-Prix-Schofman-Variation,1,0,win,resigned,bullet,60,3320,2707,86.96,74.01,19:22:38,19:23:49,71.0,30,2.37,2023.01.28,12,16,1,0,0,9,18,2,0,0
MolecularChemist,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2945,3322,75.12,84.81,19:23:34,19:25:37,123.0,46,2.67,2023.01.28,12,28,3,2,0,12,31,2,0,0
Hikaru,anon6121824,Closed-Sicilian-Defense-Grand-Prix-Schofman-Variation,0.5,0.5,repetition,repetition,bullet,60,3316,3013,79.95,74.72,19:25:34,19:27:05,91.0,35,2.6,2023.01.28,13,17,4,0,0,14,15,5,0,0
stollenmonster,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2776,3317,78.13,90.7,19:27:00,19:28:12,72.0,32,2.25,2023.01.28,10,20,1,0,0,9,22,0,0,0
FairChess_on_YouTube,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,3091,3321,72.22,80.68,19:28:08,19:29:44,96.0,29,3.31,2023.01.28,8,15,5,0,0,8,16,3,1,0
starworld123,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2780,3322,81.15,92.44,19:29:41,19:30:55,74.0,28,2.64,2023.01.28,5,18,4,0,0,12,14,1,0,0
ymflb8hj43890rfjiwo93i,Hikaru,Queens-Gambit-Declined-Queens-Knight-Variation,0,1,resigned,win,bullet,60,2708,3322,78.08,83.17,19:30:44,19:32:58,134.0,58,2.31,2023.01.28,18,36,3,0,0,19,38,0,0,0
Hikaru,CrazyMartian,Reti-Opening-Nimzowitsch-Larsen-Attack,1,0,win,checkmated,bullet,60,3322,2400,83.94,78.11,19:32:47,19:34:43,116.0,65,1.78,2023.01.28,30,34,0,0,0,27,34,2,0,0
malakismayil,Hikaru,Modern-Defense-Standard-Line,0,1,timeout,win,bullet,60,2431,3322,68.59,76.7,19:34:38,19:36:37,119.0,41,2.9,2023.01.28,7,28,5,0,0,14,25,1,0,0
rasmussvane,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,0,1,resigned,win,bullet,60,3025,3325,80.66,88.78,19:36:32,19:37:32,60.0,29,2.07,2023.01.28,10,17,1,0,0,13,14,1,0,0
ritanovikova,Hikaru,Vant-Kruijs-Opening,0,1,timeout,win,bullet,60,2098,3325,68.59,71.98,19:37:29,19:39:28,119.0,45,2.64,2023.01.28,8,31,5,0,0,18,23,3,0,0
Gmedmundo,Hikaru,Modern-Defense-Standard-Line,0,1,checkmated,win,bullet,60,2496,3325,76.59,86.46,19:39:15,19:41:17,122.0,48,2.54,2023.01.28,15,30,2,0,0,13,29,5,0,0
MVM2008,Hikaru,Modern-Defense-Standard-Line,0,1,resigned,win,bullet,60,2581,3325,79.78,87.26,19:41:04,19:43:09,125.0,53,2.36,2023.01.28,17,30,5,0,0,19,31,2,0,0
Hikaru,Konavets,Caro-Kann-Defense,1,0,win,resigned,bullet,60,3328,3083,87.73,80.32,19:43:02,19:44:35,93.0,38,2.45,2023.01.28,9,26,2,0,0,13,20,3,0,0
DonkyDonkyDonkey,Hikaru,Caro-Kann-Defense-Two-Knights-Attack,0,1,resigned,win,bullet,60,2876,3329,82.99,85.39,19:44:26,19:46:14,108.0,47,2.3,2023.01.28,18,26,2,0,0,20,22,4,0,0
Hikaru,NotYetFinish,Closed-Sicilian-Defense-Grand-Prix-Variation,0,1,resigned,win,bullet,60,3317,3154,74.97,82.98,19:46:16,19:46:41,25.0,16,1.56,2023.01.28,8,7,0,0,0,9,6,0,0,0
DonkyDonkyDonkey,Hikaru,Modern-Defense-Standard-Line,0,1,resigned,win,bullet,60,2879,3318,78.94,89.64,19:46:36,19:47:57,81.0,33,2.45,2023.01.28,8,21,3,0,0,10,22,0,0,0
exoticprincess,Hikaru,Nimzowitsch-Larsen-Attack,1,0,win,checkmated,bullet,60,2833,3303,83.67,68.41,19:47:49,19:49:43,114.0,35,3.26,2023.01.28,11,17,6,0,0,10,18,3,2,0
Meri-Arabidze,Hikaru,Reti-Opening-Kingside-Fianchetto-Variation,0,1,timeout,win,bullet,60,2700,3303,77.29,80.78,19:49:38,19:51:46,128.0,58,2.21,2023.01.28,15,39,3,0,0,23,34,0,0,0
Grandmaster2B,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,2820,3304,77.97,82.74,19:51:32,19:53:14,102.0,44,2.32,2023.01.28,13,28,2,0,0,16,27,0,0,0
MITerryble,Hikaru,Modern-Defense-with,0,1,resigned,win,bullet,60,3095,3308,85.26,90.62,19:53:11,19:54:07,56.0,27,2.07,2023.01.28,10,14,2,0,0,13,12,1,0,0
Tonychess32,Hikaru,Caro-Kann-Defense,1,0,win,resigned,bullet,60,2625,3292,83.42,74.45,19:53:54,19:55:56,122.0,52,2.35,2023.01.28,12,37,2,0,0,15,32,3,0,0
Meri-Arabidze,Hikaru,Reti-Opening-Sicilian-Invitation,0,1,resigned,win,bullet,60,2694,3293,80.41,84.76,19:55:51,19:57:24,93.0,34,2.74,2023.01.28,8,22,2,1,0,14,19,0,0,0
NotYetFinish,Hikaru,Three-Knights-Opening-Winawer-Defense,0.5,0.5,agreed,agreed,blitz,180,3039,3239,76.79,76.71,17:55:57,18:02:00,363.0,69,5.26,2023.01.30,22,26,10,9,1,13,40,8,6,1
Hikaru,NotYetFinish,Reti-Opening-Quiet-System,0.5,0.5,agreed,agreed,blitz,180,3235,3048,76.15,77.32,18:01:42,18:07:31,349.0,83,4.2,2023.01.30,15,54,8,5,0,26,38,10,7,1
NotYetFinish,Hikaru,Ruy-Lopez-Opening-Morphy-Defense-Anderssen-Variation,0,1,resigned,win,blitz,180,3039,3239,83.94,92.89,18:07:23,18:12:59,336.0,40,8.4,2023.01.30,7,16,9,4,3,4,19,11,3,2
Hikaru,NotYetFinish,Sicilian-Defense-Open-Prins-Variation,0,1,resigned,win,blitz,180,3227,3064,87.96,91.88,18:13:24,18:18:47,323.0,42,7.69,2023.01.30,4,24,5,6,2,8,15,10,8,0
NotYetFinish,Hikaru,Three-Knights-Opening-Winawer-Defense,0,1,resigned,win,blitz,180,3055,3232,65.25,80.2,18:18:45,18:23:04,259.0,30,8.63,2023.01.30,3,10,8,7,1,2,11,11,4,1
Hikaru,NotYetFinish,English-Opening-Symmetrical-Two-Knights-Variation,1,0,win,resigned,blitz,180,3236,3047,81.02,75.16,18:22:58,18:27:35,277.0,33,8.39,2023.01.30,4,13,6,8,1,3,11,8,8,1
Hikaru,Firouzja2003,Grunfeld-Defense-Brinckmann-Capablanca-Variation,1,0,win,resigned,blitz,180,3241,3073,88.12,78.57,18:35:49,18:40:34,285.0,27,10.56,2023.01.30,3,9,7,6,1,2,7,8,5,3
Firouzja2003,Hikaru,Ruy-Lopez-Opening-Berlin-Defense,0,1,resigned,win,blitz,180,3069,3245,84.13,90.8,18:40:18,18:46:22,364.0,58,6.28,2023.01.30,14,29,7,4,3,11,28,10,6,2
Hikaru,Firouzja2003,Trompowsky-Attack,0,1,resigned,win,blitz,180,3233,3081,75.56,81.54,18:46:13,18:51:04,291.0,42,6.93,2023.01.30,3,23,9,5,1,5,17,10,6,2
Firouzja2003,Hikaru,Ruy-Lopez-Opening-Berlin-Defense,0,1,resigned,win,blitz,180,3076,3238,89.18,94.28,18:50:57,18:54:30,213.0,33,6.45,2023.01.30,5,17,4,5,1,6,15,8,2,1
Hikaru,Firouzja2003,Trompowsky-Attack,0.5,0.5,repetition,repetition,blitz,180,3235,3079,97.57,97.74,18:54:15,19:00:01,346.0,56,6.18,2023.01.30,11,27,8,6,3,10,24,13,6,1
Firouzja2003,Hikaru,Nimzo-Indian-Defense-Samisch-Variation,0,1,resigned,win,blitz,180,3074,3240,79.14,85.2,18:59:54,19:04:45,291.0,29,10.03,2023.01.30,5,11,4,4,4,4,10,7,6,1
Hikaru,Firouzja2003,Queens-Pawn-Opening-Levitsky-Attack,0,1,resigned,win,blitz,180,3228,3086,83.8,86.31,19:04:37,19:10:28,351.0,39,9.0,2023.01.30,4,17,8,6,3,3,15,10,8,1
Firouzja2003,Hikaru,English-Opening-Kings-English-Variation,0.5,0.5,insufficient,insufficient,blitz,180,3089,3225,85.25,85.95,19:10:02,19:16:35,393.0,87,4.52,2023.01.30,30,38,8,8,2,25,42,11,7,0
Hikaru,Firouzja2003,Reti-Opening,0,1,resigned,win,blitz,180,3214,3100,77.08,90.67,19:16:27,19:21:04,277.0,30,9.23,2023.01.30,7,9,4,6,3,4,15,3,6,1
Firouzja2003,Hikaru,English-Opening-Kings-English-Variation,0,1,resigned,win,blitz,180,3095,3219,77.33,81.46,19:20:55,19:26:55,360.0,44,8.18,2023.01.30,9,18,6,8,2,6,20,10,4,3
Hikaru,Firouzja2003,Trompowsky-Attack,0.5,0.5,agreed,agreed,blitz,180,3216,3098,95.12,94.52,19:26:49,19:29:29,160.0,31,5.16,2023.01.30,5,16,6,3,0,8,14,4,4,0
Firouzja2003,Hikaru,Nimzo-Indian-Defense-Kmoch-Variation,0,1,resigned,win,blitz,180,3093,3221,83.84,85.97,19:29:17,19:35:10,353.0,49,7.2,2023.01.30,14,20,5,6,3,12,25,3,5,3
Hikaru,Firouzja2003,Owens-Defense,0,1,resigned,win,blitz,180,3210,3104,78.42,83.1,19:35:02,19:40:30,328.0,38,8.63,2023.01.30,5,15,10,4,3,6,15,7,6,3
Firouzja2003,Hikaru,Queens-Gambit-Declined,0.5,0.5,repetition,repetition,blitz,180,3106,3208,89.58,89.05,19:40:08,19:46:15,367.0,73,5.03,2023.01.30,15,40,10,6,1,20,41,3,6,2
Hikaru,Firouzja2003,Mieses-Opening-Reversed-Rat-Variation,0.5,0.5,agreed,agreed,blitz,180,3206,3108,89.46,90.35,19:46:12,19:49:40,208.0,28,7.43,2023.01.30,1,15,5,6,0,6,7,7,7,0
Firouzja2003,Hikaru,Indian-Game-East-Indian-Anti-Nimzo-Indian-Variation,0.5,0.5,insufficient,insufficient,blitz,180,3110,3204,98.24,98.1,19:49:23,19:55:15,352.0,64,5.5,2023.01.30,12,34,8,7,2,15,26,13,7,1
Hikaru,DanielNaroditsky,Reti-Opening-Quiet-System,1,0,win,resigned,bullet,60,3301,3290,82.22,74.44,19:56:00,19:57:39,99.0,33,3.0,2023.01.30,8,21,2,1,0,11,15,4,1,0
DanielNaroditsky,Hikaru,Modern-Defense-with,1,0,win,resigned,bullet,60,3298,3293,90.58,86.04,19:57:28,19:58:56,88.0,35,2.51,2023.01.30,14,18,2,0,0,13,15,4,1,0
Hikaru,DanielNaroditsky,Kings-Indian-Defense,0,1,resigned,win,bullet,60,3285,3306,83.2,86.99,19:59:25,20:00:57,92.0,45,2.04,2023.01.30,16,27,1,0,0,18,24,2,0,0
DanielNaroditsky,Hikaru,Caro-Kann-Defense-Fantasy-Variation,0,1,resigned,win,bullet,60,3298,3293,78.23,83.97,20:01:18,20:03:22,124.0,60,2.07,2023.01.30,26,30,2,1,0,22,35,2,0,0
kikoveiga,Hikaru,English-Opening-Great-Snake-Variation,0,1,resigned,win,blitz,180+1,2539,3204,85.77,93.73,15:59:56,16:04:14,258.0,30,8.6,2023.01.31,4,12,7,4,2,4,14,5,4,2
